accountlength,areacode,churn,customerservicecalls,numbervmailmessages,totaldaycalls,totaldayminutes,totalevecalls,totaleveminutes,totalintlcalls,totalintlminutes,totalnightcalls,totalnightminutes
76,510,False,0,0,130.0,198.3,86.0,217.1,3.0,12.5,96.0,188.4
158,510,False,0,0,97.0,205.2,77.0,240.6,12.0,14.4,108.0,79.7
116,510,False,3,0,98.0,192.1,135.0,312.9,2.0,7.9,94.0,130.2
54,415,True,1,0,83.0,272.6,74.0,248.7,2.0,9.5,111.0,197.4
86,415,True,7,0,121.0,128.3,93.0,197.1,5.0,12.2,152.0,138.4
108,510,False,0,0,99.0,169.6,87.0,264.1,4.0,9.3,78.0,206.3
66,510,False,1,0,95.0,201.3,66.0,152.8,4.0,7.5,101.0,233.2
151,408,False,1,17,97.0,214.7,90.0,138.5,4.0,8.6,44.0,169.1
99,510,False,0,0,70.0,169.2,77.0,271.5,2.0,10.6,104.0,170.2
55,415,False,2,0,121.0,194.1,110.0,176.6,7.0,7.0,136.0,302.8
77,510,False,2,0,104.0,233.8,94.0,266.5,3.0,7.6,104.0,212.7
78,408,False,0,0,67.0,225.1,127.0,199.2,2.0,14.6,102.0,175.5
89,415,True,1,0,63.0,213.0,71.0,176.6,1.0,9.1,126.0,262.6
101,415,False,1,0,115.0,183.9,101.0,255.9,11.0,10.8,145.0,275.0
44,415,False,0,34,105.0,221.8,85.0,161.7,7.0,14.0,62.0,227.7
98,408,False,2,21,98.0,64.6,86.0,176.1,0.0,0.0,84.0,244.8
64,510,False,1,37,92.0,154.6,103.0,83.4,3.0,13.3,99.0,165.9
141,415,False,3,0,131.0,260.2,120.0,179.2,8.0,7.2,119.0,135.0
81,415,False,1,33,117.0,161.6,90.0,123.0,5.0,12.2,101.0,261.3
162,510,False,1,0,117.0,220.6,121.0,155.2,11.0,10.5,89.0,186.7
83,415,False,3,41,122.0,155.9,107.0,162.3,5.0,13.1,105.0,127.6
100,510,True,4,0,63.0,107.0,67.0,105.7,3.0,12.8,74.0,243.1
59,510,False,4,0,104.0,182.5,95.0,204.7,8.0,11.3,100.0,229.9
179,415,False,4,38,78.0,220.1,71.0,234.3,4.0,10.1,85.0,237.3
79,408,False,1,0,112.0,152.2,132.0,177.2,3.0,5.3,87.0,96.4
117,415,False,2,0,95.0,181.5,88.0,205.1,9.0,14.7,82.0,204.0
64,408,True,2,0,77.0,236.2,85.0,218.6,2.0,13.2,97.0,194.1
31,415,False,1,0,105.0,166.1,93.0,79.3,2.0,12.7,98.0,213.7
124,408,False,1,0,89.0,244.6,80.0,188.8,4.0,11.3,114.0,206.0
122,408,False,2,23,85.0,134.2,132.0,227.3,2.0,8.5,96.0,122.4
37,408,False,1,39,122.0,149.7,75.0,211.1,4.0,9.2,90.0,114.3
90,408,False,1,29,109.0,150.1,103.0,264.7,4.0,5.8,97.0,178.4
159,408,True,1,0,53.0,257.1,127.0,312.2,6.0,8.8,82.0,183.0
148,415,False,0,0,83.0,124.4,81.0,179.7,6.0,11.3,99.0,253.0
39,415,False,1,36,121.0,141.7,113.0,232.3,5.0,12.0,131.0,222.1
77,408,False,2,0,87.0,230.0,138.0,103.2,3.0,11.3,136.0,309.6
194,408,False,0,0,88.0,162.3,118.0,213.7,2.0,10.9,81.0,192.1
154,415,True,1,0,75.0,350.8,94.0,216.5,9.0,10.1,100.0,253.9
112,415,False,4,0,96.0,193.3,123.0,264.1,3.0,9.1,115.0,128.6
45,415,False,1,0,127.0,78.2,108.0,253.4,3.0,18.0,100.0,255.0
132,415,False,1,0,110.0,83.4,137.0,232.2,5.0,7.6,114.0,146.7
128,415,False,0,0,99.0,195.6,120.0,267.8,2.0,16.0,76.0,164.9
135,415,False,1,0,81.0,201.8,114.0,225.0,6.0,10.3,82.0,204.4
56,408,False,2,0,110.0,197.0,102.0,222.8,6.0,10.6,91.0,225.3
151,415,True,0,0,57.0,218.0,88.0,114.4,1.0,12.4,95.0,269.2
32,415,False,2,0,98.0,164.8,96.0,229.9,2.0,14.8,108.0,167.3
90,415,False,2,0,77.0,179.2,99.0,210.7,6.0,9.2,58.0,276.9
87,415,False,0,21,113.0,214.0,114.0,180.0,5.0,10.6,82.0,134.5
138,415,False,2,0,87.0,170.5,116.0,118.2,7.0,11.2,111.0,187.9
79,408,False,1,0,123.0,205.7,108.0,214.5,18.0,6.7,106.0,226.1
95,415,True,1,0,84.0,165.5,112.0,286.2,2.0,11.5,89.0,198.9
127,415,False,2,0,100.0,221.0,113.0,160.7,4.0,6.8,96.0,233.1
137,510,False,3,0,118.0,242.1,93.0,191.0,2.0,14.7,50.0,218.6
97,415,False,1,0,107.0,151.6,96.0,155.4,4.0,14.7,112.0,240.0
149,415,False,0,0,87.0,176.2,81.0,145.0,4.0,5.7,92.0,249.5
117,415,False,1,22,82.0,196.0,82.0,322.7,5.0,3.7,120.0,225.6
84,408,False,2,0,125.0,159.5,90.0,247.1,4.0,7.2,82.0,187.9
137,415,False,4,0,113.0,230.2,79.0,220.4,7.0,10.7,111.0,204.7
99,415,False,3,0,64.0,146.7,99.0,274.0,1.0,8.9,98.0,321.3
54,510,False,1,0,102.0,210.5,83.0,204.5,5.0,8.5,53.0,127.8
85,415,False,1,0,95.0,102.0,139.0,270.2,3.0,10.7,105.0,148.2
150,510,False,3,0,99.0,126.0,73.0,238.5,6.0,10.2,100.0,285.1
43,415,False,1,0,125.0,168.4,89.0,243.8,2.0,11.1,102.0,214.7
35,415,False,0,0,129.0,105.6,129.0,258.2,3.0,8.7,77.0,213.1
98,415,False,5,0,92.0,206.5,152.0,176.2,5.0,12.4,115.0,232.8
112,510,False,2,0,76.0,217.1,100.0,205.2,3.0,9.4,91.0,185.7
16,510,True,0,0,78.0,229.6,108.0,205.7,2.0,10.8,91.0,166.2
98,415,False,0,22,89.0,278.3,143.0,93.4,5.0,9.7,42.0,107.6
84,408,False,0,0,102.0,138.6,93.0,199.0,4.0,7.8,137.0,204.1
94,415,True,1,0,103.0,234.4,109.0,279.3,2.0,2.0,121.0,234.2
84,510,False,1,0,129.0,181.5,112.0,130.7,4.0,8.5,118.0,186.5
66,415,True,1,0,91.0,167.3,68.0,230.0,5.0,10.6,118.0,191.7
98,415,False,1,31,105.0,121.0,98.0,218.9,1.0,12.0,110.0,226.7
74,415,False,0,0,124.0,221.1,94.0,110.8,3.0,10.6,112.0,240.1
96,408,False,1,26,108.0,145.8,89.0,192.2,2.0,9.9,96.0,165.1
119,510,False,1,0,122.0,222.8,107.0,163.2,6.0,11.2,112.0,160.6
73,415,False,4,0,80.0,183.4,115.0,242.0,3.0,7.5,100.0,201.4
92,415,False,0,0,91.0,264.3,115.0,160.9,5.0,9.3,73.0,198.6
21,415,False,0,0,78.0,146.0,79.0,109.7,7.0,6.8,108.0,247.4
122,510,True,4,0,134.0,157.1,122.0,184.9,5.0,8.5,59.0,197.2
133,510,False,1,0,108.0,127.3,81.0,251.3,3.0,10.3,88.0,135.0
145,415,False,2,0,110.0,187.9,117.0,197.0,4.0,4.8,108.0,167.0
25,408,False,2,0,90.0,178.8,72.0,141.2,5.0,8.4,99.0,203.0
64,415,False,2,0,80.0,97.2,90.0,186.2,6.0,10.4,92.0,189.0
85,415,False,0,0,85.0,259.8,117.0,242.3,1.0,5.4,72.0,168.8
126,415,False,3,0,112.0,256.5,90.0,199.5,5.0,7.0,122.0,188.3
76,415,False,0,0,77.0,169.5,87.0,124.0,3.0,10.0,92.0,219.4
113,415,True,2,0,47.0,239.7,110.0,282.9,3.0,8.7,88.0,238.4
224,510,True,1,0,99.0,171.5,103.0,160.0,2.0,5.0,102.0,212.4
117,408,False,0,0,84.0,239.9,106.0,174.8,2.0,9.8,93.0,209.5
128,408,False,1,34,73.0,142.3,79.0,194.8,6.0,16.0,81.0,239.3
115,415,False,2,0,98.0,184.1,73.0,327.0,6.0,7.5,106.0,212.5
141,415,False,2,28,126.0,206.9,126.0,264.4,11.0,9.3,124.0,171.8
51,510,False,1,0,114.0,259.9,94.0,176.2,1.0,15.3,112.0,77.2
100,415,False,0,0,122.0,203.8,76.0,283.1,3.0,12.5,83.0,197.3
96,415,False,3,45,124.0,248.8,77.0,140.3,2.0,10.3,102.0,263.6
112,415,False,1,16,110.0,221.6,123.0,130.2,3.0,11.3,108.0,200.0
129,510,False,1,0,131.0,192.9,101.0,185.5,4.0,10.9,130.0,205.2
163,415,False,1,0,129.0,122.4,108.0,113.4,7.0,12.5,97.0,180.2
67,415,False,1,40,65.0,104.9,93.0,216.3,9.0,9.6,128.0,217.4
140,408,False,3,0,91.0,173.2,106.0,196.8,5.0,11.2,128.0,209.3
49,510,False,2,0,69.0,119.4,92.0,273.3,7.0,12.4,153.0,214.4
46,510,True,2,0,100.0,250.3,90.0,260.6,2.0,13.3,104.0,195.0
148,415,False,1,0,98.0,178.3,110.0,282.6,4.0,11.4,98.0,181.0
112,510,False,1,0,77.0,243.4,97.0,182.1,2.0,12.8,94.0,259.2
78,415,False,2,0,106.0,155.0,101.0,175.3,5.0,11.8,125.0,155.6
61,408,False,0,31,101.0,288.7,102.0,203.8,3.0,8.6,49.0,203.2
58,510,False,1,29,80.0,240.4,91.0,118.9,3.0,11.2,108.0,164.2
155,415,False,1,0,123.0,190.3,96.0,301.3,3.0,8.0,134.0,214.6
100,510,True,0,0,76.0,278.0,74.0,176.7,4.0,8.3,126.0,219.5
113,510,False,1,0,93.0,155.0,106.0,330.6,3.0,13.5,123.0,189.4
81,415,False,2,0,99.0,153.5,102.0,197.6,2.0,6.3,86.0,198.5
135,510,False,1,27,141.0,273.4,99.0,154.0,6.0,12.3,112.0,245.8
99,408,False,0,0,93.0,155.3,95.0,265.7,4.0,12.4,67.0,145.7
59,510,False,1,29,114.0,133.1,82.0,221.2,3.0,6.8,103.0,131.6
135,510,False,1,0,129.0,246.8,121.0,187.8,5.0,12.6,109.0,154.5
85,408,False,2,0,107.0,165.4,126.0,196.0,7.0,9.6,110.0,349.2
70,510,False,0,0,103.0,59.5,106.0,257.2,6.0,11.1,86.0,208.3
88,510,False,3,0,116.0,138.3,138.0,236.0,4.0,9.6,110.0,179.1
55,510,False,2,0,100.0,286.7,121.0,134.4,5.0,6.9,122.0,192.9
75,415,False,1,0,114.0,117.3,61.0,201.1,3.0,12.2,82.0,107.9
79,510,False,4,21,79.0,264.3,118.0,202.8,3.0,6.3,92.0,173.4
85,408,False,0,0,107.0,127.9,124.0,271.2,5.0,12.5,76.0,202.2
86,408,False,0,23,107.0,225.5,105.0,246.3,2.0,9.8,81.0,245.7
91,510,False,0,0,115.0,149.0,105.0,245.3,3.0,8.3,94.0,260.0
149,415,False,1,20,77.0,198.9,88.0,274.0,9.0,14.3,76.0,190.7
97,408,True,1,0,125.0,256.4,100.0,273.9,1.0,11.1,101.0,222.7
88,415,True,1,0,124.0,264.8,112.0,245.4,2.0,14.8,115.0,160.5
60,415,False,2,0,88.0,98.2,69.0,180.5,2.0,9.3,69.0,223.6
54,408,False,2,0,99.0,159.8,64.0,264.0,7.0,9.7,70.0,115.7
11,415,False,3,28,86.0,190.6,122.0,220.1,3.0,6.0,80.0,180.3
109,415,False,0,0,120.0,184.0,119.0,120.4,3.0,11.0,86.0,153.7
90,415,False,1,0,128.0,261.8,104.0,220.6,5.0,9.6,91.0,136.6
115,408,False,3,0,109.0,147.9,117.0,228.4,9.0,9.6,90.0,299.7
144,415,False,1,18,109.0,106.4,113.0,108.1,5.0,10.1,111.0,208.4
91,408,False,0,0,75.0,133.7,87.0,195.3,2.0,5.9,89.0,280.5
105,415,False,0,23,85.0,193.5,90.0,220.2,5.0,8.5,111.0,272.4
71,415,True,3,0,113.0,178.2,94.0,167.8,3.0,13.6,111.0,182.1
132,510,True,3,36,103.0,226.2,125.0,181.6,5.0,10.5,102.0,258.8
112,415,False,1,0,103.0,170.4,71.0,200.2,4.0,11.6,100.0,258.3
86,415,False,3,32,163.0,70.9,121.0,166.7,5.0,11.1,105.0,244.9
41,510,False,2,34,63.0,194.4,110.0,254.9,9.0,17.2,115.0,160.2
44,415,False,1,0,146.0,240.3,83.0,164.6,2.0,10.6,106.0,240.7
78,408,False,3,0,116.0,75.0,87.0,248.7,6.0,9.5,83.0,176.0
149,408,False,1,0,117.0,69.1,100.0,136.3,3.0,6.3,53.0,181.7
72,510,True,4,33,59.0,96.6,98.0,315.4,4.0,6.2,117.0,163.3
139,415,False,0,20,101.0,214.6,132.0,235.1,12.0,14.8,132.0,162.8
74,510,False,3,0,111.0,148.5,42.0,146.5,6.0,9.9,83.0,289.2
50,510,False,1,0,106.0,258.1,106.0,161.4,5.0,11.7,110.0,225.1
141,510,False,3,23,112.0,149.7,118.0,162.5,2.0,7.6,115.0,220.3
140,408,False,1,0,134.0,149.8,98.0,164.4,2.0,8.1,124.0,294.7
99,408,False,2,0,102.0,190.4,107.0,158.1,4.0,11.2,92.0,271.5
166,408,False,1,0,108.0,181.4,54.0,253.8,6.0,11.6,94.0,112.3
124,408,False,1,0,123.0,151.1,104.0,187.4,3.0,5.3,93.0,255.4
74,415,False,0,0,116.0,155.7,63.0,173.7,4.0,8.1,97.0,257.4
117,510,False,2,0,95.0,149.9,110.0,256.1,13.0,13.3,92.0,212.7
85,510,False,3,0,132.0,222.3,101.0,231.5,2.0,11.0,75.0,223.5
36,415,False,0,16,111.0,149.4,113.0,131.8,2.0,6.7,87.0,132.7
102,510,False,0,0,103.0,233.8,131.0,221.6,3.0,12.8,106.0,146.9
76,415,False,0,0,100.0,204.2,139.0,292.6,2.0,10.5,105.0,244.3
165,510,False,1,0,126.0,242.9,65.0,209.8,0.0,0.0,126.0,228.4
130,415,False,1,0,119.0,150.4,99.0,230.5,4.0,12.3,76.0,186.3
78,415,False,0,0,119.0,208.9,132.0,252.4,7.0,12.8,120.0,280.2
55,415,True,1,0,91.0,191.9,110.0,256.1,6.0,14.3,101.0,203.7
92,415,True,2,0,113.0,130.7,122.0,260.6,2.0,9.4,98.0,244.2
129,415,False,2,33,104.0,119.6,88.0,278.7,2.0,5.9,175.0,263.4
18,408,False,1,0,93.0,273.6,116.0,114.6,4.0,8.2,120.0,250.6
161,415,False,2,0,114.0,156.1,63.0,180.3,9.0,11.1,115.0,179.6
93,415,False,2,36,134.0,178.7,102.0,178.6,4.0,8.0,82.0,126.8
144,415,False,2,0,93.0,177.5,75.0,287.4,3.0,11.9,118.0,180.5
75,408,True,4,0,61.0,211.3,119.0,105.6,4.0,9.7,63.0,175.9
95,415,False,1,0,91.0,175.2,109.0,244.4,2.0,7.5,95.0,75.8
126,415,False,3,23,102.0,114.3,103.0,190.3,7.0,12.6,111.0,240.4
124,415,False,1,28,104.0,251.4,89.0,225.1,5.0,7.5,121.0,251.9
93,415,True,1,0,61.0,216.9,120.0,207.4,5.0,17.5,110.0,221.7
109,415,False,0,26,138.0,217.2,111.0,145.5,3.0,9.3,76.0,280.7
80,510,False,0,0,97.0,206.3,98.0,154.9,12.0,12.4,82.0,263.6
41,415,False,1,0,66.0,159.3,75.0,125.9,5.0,11.1,76.0,261.9
136,415,False,2,31,88.0,143.1,65.0,236.6,5.0,11.4,120.0,227.8
92,415,True,3,0,122.0,154.0,88.0,329.8,2.0,5.6,117.0,288.0
143,408,False,1,24,69.0,186.6,116.0,222.0,5.0,11.6,138.0,234.9
118,415,True,5,26,114.0,170.8,125.0,199.5,5.0,9.6,98.0,169.7
193,408,False,1,17,102.0,124.0,81.0,202.9,3.0,12.3,129.0,205.1
73,415,False,3,0,94.0,198.3,101.0,279.3,8.0,14.8,87.0,146.2
62,408,False,2,0,101.0,172.8,97.0,204.8,8.0,9.1,90.0,240.8
30,415,False,0,30,74.0,217.4,86.0,213.8,3.0,6.6,104.0,227.2
60,408,True,0,29,113.0,265.9,94.0,215.8,12.0,14.0,82.0,108.1
148,510,False,1,14,137.0,93.6,72.0,193.8,5.0,17.5,84.0,144.9
96,510,False,2,0,100.0,98.2,88.0,307.2,1.0,7.6,120.0,182.5
52,408,False,2,0,68.0,214.7,138.0,158.6,4.0,9.4,114.0,123.4
87,415,False,1,0,92.0,168.2,100.0,224.7,3.0,12.9,99.0,169.5
41,408,False,3,0,97.0,202.9,104.0,153.8,3.0,9.0,92.0,113.5
112,415,False,1,0,108.0,261.4,102.0,154.5,2.0,11.6,90.0,130.9
88,510,True,4,0,86.0,73.3,82.0,161.4,3.0,8.2,76.0,239.6
122,408,False,7,27,84.0,253.7,109.0,229.2,5.0,9.2,123.0,190.5
61,408,False,2,0,108.0,45.0,74.0,151.3,6.0,9.8,94.0,152.9
87,510,False,1,0,105.0,231.3,108.0,171.7,6.0,13.0,136.0,67.7
176,408,False,2,0,125.0,47.4,90.0,167.8,8.0,10.5,107.0,163.1
30,510,False,0,0,88.0,227.4,100.0,182.5,3.0,12.5,134.0,191.7
95,415,False,0,22,126.0,40.9,90.0,133.4,7.0,11.9,91.0,264.2
46,415,False,2,0,133.0,124.8,143.0,157.3,4.0,8.6,72.0,199.3
100,510,False,0,0,110.0,68.5,115.0,337.1,9.0,12.1,99.0,205.2
47,415,False,2,37,77.0,163.5,102.0,203.1,4.0,7.8,87.0,232.0
77,415,False,2,0,112.0,163.0,89.0,219.1,3.0,6.7,66.0,233.4
98,415,False,2,38,61.0,213.7,104.0,253.0,5.0,10.7,73.0,207.7
125,415,False,1,36,117.0,201.3,78.0,42.2,3.0,5.4,104.0,125.7
67,510,False,4,0,97.0,310.4,123.0,66.5,10.0,9.2,99.0,246.5
194,408,False,1,0,101.0,48.4,138.0,281.1,1.0,18.2,87.0,218.5
128,415,False,1,40,88.0,171.2,109.0,145.7,6.0,14.0,93.0,196.8
190,415,False,0,22,93.0,166.5,92.0,183.0,3.0,8.5,102.0,121.0
165,415,False,0,0,126.0,216.6,104.0,190.8,8.0,12.4,123.0,224.7
59,408,False,2,0,113.0,107.8,125.0,216.6,3.0,9.9,92.0,217.5
47,408,False,1,28,94.0,141.3,108.0,168.0,2.0,7.8,84.0,113.5
150,415,False,0,29,77.0,209.9,52.0,158.0,1.0,6.6,113.0,141.9
152,415,True,9,20,120.0,237.5,94.0,253.4,3.0,14.2,80.0,265.2
26,415,False,3,0,109.0,234.5,129.0,216.5,6.0,3.5,94.0,191.6
79,510,False,3,31,90.0,103.1,135.0,243.0,8.0,12.2,92.0,76.4
95,510,False,1,27,106.0,129.5,90.0,248.9,3.0,11.9,115.0,268.0
69,510,True,2,0,90.0,279.8,91.0,248.7,10.0,8.4,118.0,171.0
95,510,True,5,41,91.0,136.8,61.0,200.8,9.0,10.3,67.0,133.7
31,415,False,0,31,54.0,100.1,97.0,246.3,3.0,5.9,131.0,255.0
121,408,False,4,31,63.0,237.1,117.0,205.6,5.0,10.1,85.0,196.7
111,415,True,4,0,58.0,172.8,108.0,183.1,3.0,7.9,104.0,158.8
157,415,False,2,0,111.0,224.5,99.0,200.7,2.0,11.5,118.0,116.6
44,510,True,3,0,112.0,288.1,92.0,258.0,4.0,10.2,90.0,192.4
61,510,False,2,0,103.0,78.2,149.0,195.9,6.0,10.1,100.0,108.0
65,415,False,2,0,80.0,148.7,94.0,259.0,6.0,12.7,107.0,149.5
74,415,False,2,25,84.0,194.6,103.0,119.9,2.0,13.1,75.0,175.5
123,408,False,0,0,77.0,159.5,92.0,303.8,4.0,12.0,120.0,226.9
58,408,False,1,20,110.0,194.5,89.0,213.7,2.0,9.5,92.0,236.6
74,408,True,2,0,96.0,174.1,94.0,251.1,5.0,8.3,123.0,257.6
125,415,False,2,0,97.0,131.8,100.0,136.7,6.0,7.7,119.0,308.2
80,415,False,1,0,103.0,160.6,109.0,237.0,1.0,10.7,88.0,245.1
53,408,False,0,18,107.0,146.8,84.0,310.0,7.0,7.2,130.0,178.7
99,408,False,1,28,88.0,200.7,116.0,264.2,5.0,9.1,102.0,172.7
99,415,False,1,0,106.0,145.6,106.0,98.3,5.0,10.9,83.0,230.8
66,415,False,2,29,104.0,229.4,84.0,257.4,1.0,8.0,119.0,231.5
97,510,False,3,0,76.0,211.0,100.0,189.0,4.0,4.7,102.0,123.0
75,510,False,2,37,97.0,121.5,110.0,271.4,5.0,11.3,97.0,248.7
85,510,False,2,0,73.0,216.0,117.0,188.2,7.0,3.6,98.0,147.1
108,510,False,2,0,88.0,293.0,101.0,160.6,6.0,10.0,87.0,143.9
133,408,True,2,32,137.0,221.1,99.0,264.9,4.0,15.4,108.0,168.9
51,510,False,1,0,108.0,181.5,87.0,196.9,2.0,10.3,119.0,187.2
186,415,False,2,26,107.0,74.3,116.0,177.3,3.0,14.5,90.0,296.3
44,415,False,1,0,92.0,62.3,82.0,275.0,3.0,10.8,108.0,138.7
64,408,False,3,31,88.0,228.6,109.0,248.5,1.0,9.0,124.0,167.1
44,510,True,2,0,121.0,228.1,79.0,276.5,5.0,9.9,77.0,279.8
114,415,False,1,36,90.0,309.9,89.0,200.3,2.0,14.2,105.0,183.5
92,415,False,3,0,74.0,201.9,119.0,226.8,6.0,13.7,80.0,217.5
110,408,False,2,0,112.0,149.8,93.0,180.0,4.0,11.7,119.0,140.0
90,408,False,1,30,76.0,183.8,95.0,229.7,3.0,7.7,124.0,144.1
72,408,False,1,21,108.0,186.7,86.0,335.0,4.0,16.5,119.0,187.2
113,415,True,1,0,151.0,209.4,113.0,347.3,2.0,7.4,116.0,246.0
171,415,False,3,25,77.0,223.2,118.0,183.2,3.0,10.2,90.0,150.8
104,415,False,1,0,109.0,164.2,90.0,155.4,8.0,10.7,117.0,168.9
165,408,False,1,0,75.0,150.5,93.0,193.1,2.0,10.3,93.0,311.6
104,510,True,0,0,128.0,234.2,92.0,293.1,6.0,9.8,79.0,183.9
110,408,False,1,0,102.0,55.3,124.0,164.7,5.0,10.2,108.0,200.7
90,408,False,1,0,97.0,221.8,134.0,203.8,4.0,8.4,154.0,215.8
114,415,False,1,0,85.0,169.6,86.0,58.9,8.0,7.4,124.0,179.3
101,408,True,5,0,118.0,89.7,79.0,260.1,11.0,13.5,93.0,170.1
117,408,False,1,14,81.0,80.2,103.0,219.0,2.0,8.6,102.0,122.6
109,408,False,2,0,105.0,218.9,87.0,299.9,4.0,11.3,110.0,158.6
82,408,False,1,0,96.0,125.7,137.0,207.6,2.0,12.9,103.0,183.1
92,510,False,2,0,85.0,176.3,125.0,93.4,1.0,9.6,107.0,207.2
82,510,False,2,29,111.0,207.2,137.0,254.1,5.0,9.5,92.0,169.3
90,415,False,2,0,138.0,205.7,83.0,161.9,6.0,12.5,104.0,269.7
87,408,False,1,28,95.0,151.4,97.0,152.4,0.0,0.0,109.0,250.1
124,510,False,3,0,70.0,157.5,79.0,130.7,4.0,9.6,98.0,193.4
39,408,False,2,0,68.0,160.4,103.0,102.6,5.0,9.1,106.0,235.3
84,415,False,1,0,80.0,159.0,128.0,167.9,5.0,12.3,101.0,167.6
75,510,False,0,46,62.0,214.1,111.0,200.9,6.0,9.2,126.0,246.8
102,510,False,2,0,89.0,102.6,77.0,246.0,4.0,9.1,140.0,170.5
62,415,True,0,0,86.0,159.7,76.0,197.5,6.0,13.9,105.0,121.6
143,510,False,1,0,109.0,202.8,104.0,165.8,4.0,4.6,71.0,143.9
53,415,False,3,0,95.0,57.5,131.0,265.5,6.0,11.6,128.0,244.3
30,415,False,1,0,144.0,169.9,118.0,225.2,7.0,11.4,93.0,169.7
112,415,True,2,0,77.0,335.5,109.0,212.5,8.0,12.7,132.0,265.0
129,415,False,0,0,119.0,139.5,105.0,289.3,8.0,13.1,97.0,129.4
63,415,False,1,29,107.0,142.3,56.0,118.7,8.0,6.6,91.0,240.1
28,415,False,0,0,94.0,187.8,86.0,248.6,5.0,10.6,124.0,208.8
111,415,False,3,0,55.0,146.2,83.0,261.5,3.0,8.7,116.0,163.2
91,510,False,3,0,120.0,231.8,106.0,150.6,7.0,11.6,129.0,269.2
90,415,False,1,0,83.0,193.7,79.0,154.2,3.0,12.7,60.0,299.0
151,510,False,4,0,108.0,156.4,118.0,233.4,6.0,7.7,141.0,195.7
105,415,True,1,29,82.0,220.7,110.0,217.7,6.0,13.2,100.0,190.5
41,408,False,2,37,110.0,239.8,115.0,221.9,1.0,7.3,100.0,189.1
48,510,False,1,43,111.0,172.0,64.0,200.2,5.0,8.0,96.0,233.1
166,408,False,2,35,138.0,128.2,113.0,274.5,7.0,8.8,130.0,298.9
79,510,False,3,0,119.0,130.2,121.0,290.9,6.0,14.0,140.0,194.8
153,510,False,1,0,107.0,195.4,96.0,154.6,6.0,11.6,97.0,142.8
110,415,True,0,0,79.0,293.3,90.0,188.5,4.0,14.5,91.0,266.9
163,415,False,1,0,89.0,191.3,87.0,193.9,4.0,12.8,121.0,268.4
126,510,False,1,0,88.0,122.4,111.0,143.8,3.0,11.5,106.0,157.0
105,408,False,2,33,68.0,209.6,140.0,146.9,3.0,10.6,131.0,121.0
172,415,False,3,0,140.0,215.7,84.0,146.3,1.0,7.1,83.0,264.6
126,415,False,0,0,110.0,161.4,125.0,220.6,2.0,5.1,78.0,249.2
97,510,False,3,0,91.0,144.2,137.0,226.7,4.0,13.8,72.0,144.6
95,408,True,0,37,109.0,220.2,99.0,185.3,2.0,4.1,82.0,205.1
87,510,False,4,0,105.0,256.2,102.0,160.7,2.0,7.4,80.0,249.4
97,415,False,1,0,119.0,112.7,109.0,217.7,5.0,6.5,76.0,152.1
76,415,True,0,0,125.0,299.5,92.0,226.7,4.0,13.7,134.0,210.7
140,408,False,0,0,107.0,194.8,99.0,170.9,4.0,13.9,93.0,225.1
169,415,False,0,0,112.0,100.8,69.0,230.0,2.0,9.5,95.0,193.6
68,408,False,3,22,97.0,82.5,94.0,289.9,4.0,4.8,114.0,180.0
122,415,False,2,34,104.0,146.4,103.0,89.7,4.0,15.6,91.0,220.0
36,408,False,2,0,129.0,177.9,87.0,224.6,6.0,10.8,102.0,306.3
120,510,False,5,27,84.0,153.5,73.0,194.0,7.0,10.2,94.0,256.5
121,408,False,1,0,105.0,150.7,133.0,197.3,15.0,9.2,116.0,169.0
64,408,False,0,19,106.0,180.1,92.0,127.5,3.0,7.5,118.0,237.4
13,415,False,1,31,94.0,265.3,95.0,147.6,1.0,12.9,117.0,259.3
106,415,False,0,0,83.0,128.6,114.0,134.0,2.0,11.4,113.0,210.6
88,415,False,2,0,92.0,161.5,108.0,173.5,4.0,7.9,95.0,206.2
74,408,False,1,0,120.0,165.3,106.0,198.5,3.0,9.8,102.0,208.5
83,415,False,0,0,92.0,195.0,83.0,210.5,13.0,11.0,92.0,180.6
49,415,False,0,0,79.0,213.8,93.0,265.1,7.0,15.6,128.0,239.8
111,510,False,1,24,114.0,205.5,99.0,219.3,4.0,14.0,95.0,215.9
50,415,False,3,22,112.0,252.9,99.0,177.9,4.0,8.5,146.0,158.4
153,408,False,0,28,74.0,235.6,37.0,227.9,9.0,15.4,103.0,170.3
88,415,False,1,0,91.0,192.0,127.0,127.6,5.0,7.5,125.0,155.6
131,415,False,0,39,122.0,69.1,136.0,101.3,4.0,9.1,94.0,104.8
79,408,True,3,0,97.0,261.7,48.0,210.6,3.0,6.0,83.0,256.7
140,415,False,2,0,81.0,235.5,130.0,257.2,4.0,11.5,111.0,103.1
105,408,False,1,0,100.0,213.4,52.0,204.9,6.0,9.5,93.0,179.7
54,415,False,3,39,143.0,206.9,72.0,127.8,1.0,9.2,120.0,199.2
87,415,False,3,22,65.0,263.8,115.0,103.4,3.0,8.5,109.0,208.1
96,510,False,1,31,126.0,183.4,106.0,195.5,5.0,10.5,93.0,180.1
79,510,True,5,0,85.0,157.6,92.0,194.1,10.0,9.4,86.0,231.5
55,415,False,0,0,147.0,175.6,118.0,161.8,4.0,9.3,55.0,289.5
130,415,False,2,0,101.0,242.5,114.0,102.8,2.0,9.3,89.0,142.4
34,415,False,0,0,102.0,151.0,101.0,131.4,7.0,9.9,86.0,186.6
